id,slope,r_squared,slope_norm,n_phases,phase_sequence,peak_mass,peak_frame,trough_mass,mean_mass,active_fraction_t0,n_cells_t0,max_cell_area_t0,spatial_type,lifecycle_class,intensity_percentile,duration_frames,recommended_N_hint
S838043,915383.0574489796,0.5936504889579436,2.403,2,G→D,37601280.0,19,2510121.0,23650398.87755102,0.15355088975694445,23,17023,cluster,GROWTH_DECAY,97.2,49,1803
S841365,-7742.068163265305,0.7946622997772348,-0.0695,1,D,532536.0,5,128266.0,339292.4285714286,0.034430609809027776,31,2067,cluster,QUIESCENT,33.5,49,2084
S823027,413747.1078571428,0.15393120736175028,1.0594,1,G,36377206.0,39,3171193.0,20645803.55102041,0.1831732855902778,10,26891,cluster,RAPID_GROWTH,88.6,49,1183
S836470,38115.793673469394,0.9636886810639104,0.0534,1,G,2137300.0,39,443358.0,1434368.142857143,0.04305691189236111,51,2294,cluster,STEADY,62.6,49,2500
S828291,-265573.40989795915,0.17263240526614262,-0.76,1,D,37601280.0,3,1766167.0,7335088.469387755,0.2787611219618056,61,31917,mcs,RAPID_DECAY,12.7,49,2500
S839779,248514.1642857143,0.289365544038534,0.6169,1,G,37601280.0,47,2013094.0,6793236.448979592,0.11998155381944445,9,17526,cluster,RAPID_GROWTH,86.0,49,1069
S839592,473.8922448979699,0.00030196906549964056,-0.0474,1,G,4705763.0,29,3288546.0,4262057.265306123,0.21598307291666666,91,14145,cluster,STEADY,40.7,49,2500
S814366,-21801.78581632653,0.12812279309838043,-0.1071,1,D,7906211.0,19,5119668.0,6565172.959183673,0.3708292643229167,78,49483,mcs,STEADY,27.8,49,2500
S826860,123496.48224489795,0.9703928887083314,0.2821,1,G,11149004.0,42,5125259.0,8623392.367346939,0.3771633572048611,47,52092,mcs,STEADY,82.8,49,2500
S831443,94864.35561224492,0.967471827960481,0.2054,1,G,6548572.0,46,2151922.0,4851414.897959184,0.20383707682291666,59,15304,cluster,STEADY,79.6,49,2500
S801026,-26307.81173469388,0.4940208867507431,-0.1192,1,D,2601585.0,0,632452.0,1184827.306122449,0.2530246310763889,77,33539,mcs,STEADY,26.2,49,2500
S816576,20430.48265306123,0.9711298859754968,0.006,1,G,1183421.0,47,212478.0,743681.7142857143,0.025377061631944444,83,565,cluster,QUIESCENT,55.1,49,2500
S838423,-832319.3353061225,0.5862036752361905,-2.278,2,D→G,37601280.0,0,330853.0,11921787.795918368,1.0,1,147456,mcs,RAPID_DECAY,2.9,49,1550
S821244,35261.56357142856,0.7572465808218546,0.0457,1,G,3120021.0,40,1291287.0,2495102.7346938774,0.0782131618923611,13,5725,cluster,STEADY,61.2,49,1228
S839219,843702.1191836735,0.7508208429031669,2.211,1,G,34071344.0,32,2175675.0,14821196.530612245,0.12360297309027778,27,13923,cluster,RAPID_GROWTH,96.2,49,1973
S818563,62438.577857142875,0.9832452661980019,0.1185,1,G,3114263.0,48,372494.0,1791762.306122449,0.029330783420138888,36,1172,cluster,STEADY,72.6,49,2329
S805518,-1221.937244897959,0.001959462178343307,-0.052,1,D,3292524.0,24,1980254.0,2821770.5918367347,0.2215847439236111,79,19750,cluster,STEADY,37.8,49,2500
S831586,-32213.897653061227,0.39758190948290395,-0.135,1,D,7564311.0,15,4781913.0,6378387.428571428,0.4711168077256944,31,45709,mcs,STEADY,24.7,49,2500
S840927,-123297.36663265296,0.00941840324567072,-0.379,1,D,37601280.0,12,468840.0,18466644.979591835,0.05477566189236111,53,2781,cluster,STEADY,15.6,49,2500
S810149,23667.003265306128,0.8879572311781397,0.0147,1,G,1983483.0,38,960847.0,1578023.9591836734,0.0971950954861111,42,11349,cluster,STEADY,55.8,49,2500
S841285,-16807.458061224486,0.7940212741005476,-0.0937,1,D,1383014.0,13,413464.0,1047944.6530612245,0.07762315538194445,13,10710,cluster,STEADY,28.9,49,1227
S825535,-79357.44979591836,0.8079773302376471,-0.2613,1,D,11374096.0,8,7316523.0,10076731.979591837,0.7364298502604166,25,108391,mcs,STEADY,18.0,49,2486
S840206,-149809.056122449,0.07709121888077358,-0.45,1,D,37601280.0,0,2901599.0,8062406.326530612,1.0,1,147456,mcs,RAPID_DECAY,14.9,49,1550
S827377,-370271.80142857146,0.0926070442121273,-1.0404,1,D,37601280.0,8,818862.0,20565815.326530613,0.06027560763888889,65,4737,cluster,RAPID_DECAY,11.4,49,2500
S807435,-230155.34214285715,0.08809139762004486,-0.6652,1,D,37414057.0,10,1507133.0,8057507.816326531,0.3046061197916667,41,26087,cluster,RAPID_DECAY,13.3,49,2500
S812771,75466.74897959184,0.9867571138216409,0.1534,1,G,3339412.0,48,55196.0,1608989.0204081633,0.006150987413194444,38,197,quiescent,STEADY,74.7,49,2406
S830405,-298207.51377551025,0.25366538827880897,-0.8474,1,D,37601280.0,0,1603857.0,4985032.510204081,1.0,1,147456,mcs,RAPID_DECAY,12.1,49,1550
S800493,-57866.4919387755,0.8616308038866634,-0.2037,1,D,4392042.0,0,1209663.0,2384192.285714286,0.3217298719618056,53,29075,cluster,STEADY,20.6,49,2500
S819465,83012.75316326533,0.939625075826956,0.1736,1,G,5082766.0,48,450218.0,2838404.4897959186,0.06578911675347222,73,2997,cluster,STEADY,77.1,49,2500
S839667,49556.70857142855,0.8937161698404145,0.084,1,G,3625311.0,46,1392674.0,2822090.7551020407,0.10839165581597222,24,7887,cluster,STEADY,67.9,49,1808
S827578,-8579.810816326533,0.04334761163220585,-0.0717,1,D,4655396.0,12,2366635.0,3788331.836734694,0.17994520399305555,26,25898,cluster,STEADY,32.9,49,1979
S829392,116385.76602040818,0.9868202887657197,0.263,1,G,8720115.0,48,3117259.0,6253113.734693877,0.22821044921875,26,17105,cluster,STEADY,81.9,49,2028
S811221,-514661.9861224491,0.3103530661149921,-1.4272,1,D,37529370.0,5,735854.0,11804671.959183674,0.4741007486979167,40,65013,mcs,RAPID_DECAY,9.6,49,2500
S832039,38747.725,0.9464155839351778,0.0551,1,G,1784580.0,48,71916.0,742414.2040816327,0.004082573784722222,3,599,quiescent,QUIESCENT,63.3,49,654
S818423,-12643.163469387755,0.743403937795984,-0.0826,1,D,2030113.0,21,1350607.0,1802465.306122449,0.2118869357638889,90,19018,cluster,STEADY,30.3,49,2500
S823306,488859.19193877553,0.3253470977869543,1.2606,1,G,37601280.0,43,380537.0,5154093.959183673,0.06617567274305555,45,4580,cluster,RAPID_GROWTH,90.0,49,2500
S827645,-275136.68887755094,0.19278545678932654,-0.7856,1,D,37601280.0,0,171876.0,2917509.0204081633,1.0,1,147456,mcs,RAPID_DECAY,12.6,49,1550
S827642,-5740.786938775508,0.0002430099247309498,-0.0641,1,D,37601280.0,23,572283.0,1526382.2653061224,0.06059434678819445,59,2360,cluster,STEADY,34.4,49,2500
S814732,-6776.158877551023,0.05946824620535785,-0.0669,1,D,5080000.0,21,3615350.0,4498757.857142857,0.2704671223958333,143,27144,cluster,STEADY,34.1,49,2500
S840906,1117338.279489796,0.7387039432565161,2.9439,2,G→P,37601280.0,28,271862.0,16372352.387755102,0.020148383246527776,10,1278,cluster,RAPID_GROWTH,99.8,49,1020
S819325,-2504.8388775510207,0.2540166981569189,-0.0554,1,D,407239.0,17,158350.0,296022.97959183675,0.014207628038194444,17,1211,cluster,QUIESCENT,36.0,49,1364
S824150,15021.514693877552,0.8644705299283386,-0.0085,1,G,1371894.0,45,610813.0,1015068.5918367347,0.04414198133680555,23,4711,cluster,STEADY,52.2,49,1694
S824136,-20767.363265306125,0.8999326756684141,-0.1043,1,D,1221983.0,2,122829.0,533741.7551020408,0.0921359592013889,45,8180,cluster,QUIESCENT,28.1,49,2500
S826242,52010.03948979592,0.9134453274984703,0.0906,1,G,3873165.0,47,1137386.0,2329997.0204081633,0.10095893012152778,44,3090,cluster,STEADY,68.7,49,2500
S837191,-47027.78346938776,0.22230067909125462,-0.1747,1,D,6143471.0,21,1738944.0,4271317.244897959,0.20619032118055555,35,26378,cluster,STEADY,21.7,49,2456
S817710,820.1530612244899,0.002776952227133715,-0.0465,1,G,2652399.0,19,1766710.0,2311255.2653061226,0.17408582899305555,58,7589,cluster,STEADY,40.9,49,2500
S838224,12126.981938775498,0.2071682006879312,-0.0162,1,G,4202972.0,14,2665092.0,3757522.7346938774,0.20017496744791666,20,18778,cluster,STEADY,50.4,49,1700
S830743,-45236.898775510206,0.5859964081798245,-0.1699,1,D,8232989.0,14,5271093.0,7233493.530612245,0.4944864908854167,17,72868,mcs,STEADY,22.1,49,1844
S828399,37258.86438775509,0.7884885675197351,0.0511,2,G→D,3117408.0,34,1150139.0,2163321.3673469387,0.10340033637152778,90,3415,cluster,GROWTH_DECAY,62.4,49,2500
S835266,1097857.2578571432,0.7682602198285001,2.8917,1,G,37601280.0,28,761942.0,17719679.57142857,0.04977077907986111,52,1989,cluster,RAPID_GROWTH,99.2,49,2500
S826637,-807484.3398979591,0.543284364910332,-2.2115,2,D→G,37601280.0,0,604564.0,10399481.387755102,1.0,1,147456,mcs,RAPID_DECAY,3.9,49,1550
S833191,1072174.859387755,0.7595653958357526,2.823,2,G→D,37076180.0,36,1388492.0,19111369.42857143,0.0913967556423611,34,9475,cluster,GROWTH_DECAY,99.1,49,2291
S832035,-62087.53285714286,0.030156484610033417,-0.215,1,D,37601280.0,0,1187224.0,2667901.6530612246,1.0,1,147456,mcs,STEADY,20.0,49,1550
S818116,92490.68051020413,0.9943756650179827,0.199,1,G,5266716.0,48,941212.0,3265611.4897959186,0.07347954644097222,23,9532,cluster,STEADY,79.0,49,1723
S832857,-809317.8401020409,0.5579225165835157,-2.2164,2,D→G,37601280.0,0,1901680.0,12113316.306122448,1.0,1,147456,mcs,RAPID_DECAY,3.8,49,1550
S841959,-243425.51214285727,0.043843360968920705,-0.7007,3,G→P→G,37601280.0,10,1948744.0,17840518.959183674,0.11069742838541667,35,14443,cluster,RAPID_DECAY,12.8,49,2360
S803664,-77665.28887755105,0.05526357084573069,-0.2567,1,D,37601280.0,0,959964.0,5483085.469387755,1.0,1,147456,mcs,STEADY,18.3,49,1550
S817190,10167.95816326531,0.32636196408711143,-0.0215,2,G→D,1163130.0,24,439969.0,822199.4693877551,0.028266059027777776,15,2573,cluster,GROWTH_DECAY,48.2,49,1278
S802302,60606.827142857146,0.9279583534492764,0.1136,1,G,4734413.0,48,1794974.0,2891727.4693877553,0.2527940538194444,84,29214,cluster,STEADY,72.0,49,2500
S838628,-73892.66479591838,0.9860181114037804,-0.2466,1,D,3328542.0,0,215152.0,1656063.9591836734,0.2181396484375,33,30509,mcs,STEADY,18.7,49,2368
S831582,2513.5785714285657,4.13234775027642e-06,-0.042,1,G,37601280.0,15,1001813.0,15842642.326530613,0.1483086480034722,41,15228,cluster,PLATEAU,42.3,49,2500
S799367,25612.257551020408,0.9071930697894162,0.0199,1,G,2055547.0,48,606506.0,1520487.775510204,0.06340196397569445,78,3362,cluster,STEADY,56.4,49,2500
S805349,-4537.01663265306,0.7071104039828463,-0.0609,1,D,1407576.0,0,1143999.0,1277684.530612245,0.14792887369791666,144,11912,cluster,STEADY,34.7,49,2500
S832621,28750.37775510205,0.8058115064108043,0.0283,2,G→D,4637058.0,35,3195484.0,4059579.4285714286,0.210205078125,36,26119,cluster,GROWTH_DECAY,57.7,49,2500
S824296,115426.1017346939,0.9807952907477093,0.2604,1,G,6714631.0,47,1553141.0,4460565.020408163,0.12079535590277778,51,13682,cluster,STEADY,81.7,49,2500
S807044,-1348.6329591836736,0.49497332351022566,-0.0523,1,D,198990.0,8,102804.0,151581.97959183675,0.030293782552083332,106,1141,cluster,QUIESCENT,37.6,49,2500
S808943,39947.65612244898,0.652754876262785,0.0583,1,G,3745844.0,48,1346054.0,2120269.7959183673,0.20033772786458334,107,14990,cluster,STEADY,64.3,49,2500
S824601,1351.7963265306123,0.7045769594868438,-0.0451,1,G,202572.0,31,119388.0,164341.85714285713,0.015360514322916666,56,609,cluster,QUIESCENT,41.5,49,2500
S836773,50155.491938775514,0.9610873242945625,0.0856,1,G,2401380.0,40,260336.0,1521000.775510204,0.01953125,20,1789,cluster,STEADY,68.0,49,1519
S829939,-30172.299183673465,0.8918611178252337,-0.1295,1,D,3655188.0,8,2000577.0,2915002.224489796,0.2360772026909722,24,33957,mcs,STEADY,25.1,49,1936
S806334,-3082.8942857142856,0.9648300743736946,-0.057,1,D,235666.0,0,65773.0,155269.16326530612,0.037468804253472224,57,2104,cluster,QUIESCENT,35.7,49,2500
S840421,-826213.824897959,0.6040370980427929,-2.2616,2,D→G,37266975.0,12,2989003.0,13493058.122448979,0.9909735785590278,1,146125,mcs,RAPID_DECAY,3.2,49,1540
S843152,-177793.53285714285,0.11564745259965933,-0.5249,1,D,37601280.0,0,178670.0,1759255.551020408,1.0,1,147456,mcs,RAPID_DECAY,14.0,49,1550
S813123,-676797.6232653061,0.4932237846864626,-1.8614,1,D,34754460.0,9,440762.0,10781477.836734693,0.09969075520833333,72,6193,cluster,RAPID_DECAY,6.6,49,2500
S827433,34021.01051020408,0.42671238442795445,0.0424,1,G,5802362.0,48,2907810.0,3567479.0204081633,0.2999267578125,57,37412,mcs,STEADY,60.9,49,2500
S819316,84754.17908163264,0.983127655006745,0.1783,1,G,5723244.0,45,2117475.0,4037830.3469387754,0.1567450629340278,84,6004,cluster,STEADY,77.8,49,2500
S832400,30616.616224489797,0.9156854747058236,0.0333,1,G,2526384.0,48,1152662.0,1972874.7959183673,0.09482828776041667,20,13783,cluster,STEADY,58.8,49,1594
S824111,762935.2874489797,0.5647404983953084,1.9947,1,G,37601280.0,38,1836581.0,10942133.836734693,0.1811252170138889,71,17257,cluster,RAPID_GROWTH,94.8,49,2500
S841928,110653.3551020408,0.9819003523058288,0.2477,1,G,7301340.0,48,2606834.0,4807542.428571428,0.2136569552951389,44,10263,cluster,STEADY,81.3,49,2500
S824382,35859.855714285724,0.9853043952809201,0.0473,1,G,2306770.0,48,653465.0,1494982.8775510204,0.04456922743055555,50,2250,cluster,STEADY,61.5,49,2500
S828674,77085.12030612245,0.7730289509544502,0.1577,1,G,7825625.0,39,3344084.0,6473288.632653061,0.3006320529513889,113,38915,mcs,STEADY,75.2,49,2500
S830928,-50253.712755102046,0.1833940767951864,-0.1833,1,D,8559155.0,17,3563346.0,6573873.6122448975,0.3127170138888889,45,34567,mcs,STEADY,21.4,49,2500
S828154,16041.158571428567,0.2079522095506963,-0.0058,1,G,5443701.0,26,3327083.0,4727714.653061224,0.21258544921875,23,30826,mcs,STEADY,52.9,49,1862
S797383,-1365.624081632653,0.07219431667549774,-0.0524,1,D,906135.0,18,591476.0,787990.8163265307,0.08100043402777778,102,3497,cluster,QUIESCENT,37.5,49,2500
S826597,78738.12714285716,0.6053576733756131,0.1622,1,G,9164286.0,34,4186786.0,7738171.408163265,0.4039238823784722,84,51166,mcs,STEADY,75.9,49,2500
S823876,665578.020612245,0.5442483829432415,1.7339,1,G,37601280.0,40,2249825.0,10830874.163265307,0.1656494140625,40,12598,cluster,RAPID_GROWTH,93.1,49,2500
S816681,60763.40979591838,0.7816982663598067,0.114,1,G,8589912.0,38,5691020.0,7018551.979591837,0.4618733723958333,71,38567,mcs,STEADY,72.3,49,2500
S816703,60668.685,0.8662924874549317,0.1138,1,G,7791923.0,48,4588220.0,6373853.367346939,0.3819919162326389,112,25130,cluster,STEADY,72.2,49,2500
S824436,11447.394489795919,0.7495899103136225,-0.0181,1,G,929446.0,42,187056.0,707627.2040816327,0.012607150607638888,15,1600,cluster,QUIESCENT,49.9,49,1262
S841994,116391.79653061215,0.010103136543157275,0.263,1,G,37601280.0,11,3039223.0,23626025.87755102,0.22198486328125,27,17504,cluster,STEADY,82.0,49,2071
S826218,7296.730204081638,0.6212691256758508,-0.0292,1,G,1655483.0,34,1076691.0,1464980.551020408,0.09517415364583333,44,7299,cluster,STEADY,45.9,49,2500
S797541,18939.18030612245,0.9227014738481909,0.002,1,G,2221418.0,40,1387762.0,1837377.469387755,0.1496514214409722,124,8847,cluster,STEADY,53.8,49,2500
S821578,-88674.1369387755,0.0871195944360731,-0.2862,1,D,37601280.0,2,5784686.0,8499151.326530613,0.5288967556423612,32,76836,mcs,STEADY,17.0,49,2500
S809768,97781.26469387756,0.012859226904420418,0.2132,1,G,34371936.0,21,3154725.0,11646913.836734693,0.2321438259548611,102,11420,cluster,STEADY,79.9,49,2500
S808430,-1805.9831632653056,0.07713892106047747,-0.0536,1,D,1814186.0,48,1408641.0,1552553.836734694,0.18581136067708334,146,10424,cluster,STEADY,36.7,49,2500
S812008,52905.125102040794,0.0019552123647149904,0.093,1,G,37601280.0,14,2459612.0,18502710.040816326,0.2051120334201389,56,29810,cluster,STEADY,69.1,49,2500
S810903,-82516.28173469388,0.689026543305108,-0.2697,1,D,11493609.0,14,7092095.0,9585694.673469387,0.6821763780381944,43,99738,mcs,STEADY,17.9,49,2500
S835896,41610.26091836735,0.974200539131443,0.0627,1,G,4080406.0,47,2167703.0,3150461.0816326533,0.21230061848958334,40,24213,cluster,STEADY,64.7,49,2500
S825757,59975.251428571435,0.9816349662608093,0.1119,1,G,2541809.0,48,31037.0,1158226.142857143,0.0038655598958333335,13,337,quiescent,QUIESCENT,71.6,49,1153
S813800,-315735.28377551027,0.4345835258707904,-0.8944,1,D,36575650.0,1,3655638.0,8811535.836734693,0.9872775607638888,12,145513,mcs,RAPID_DECAY,12.0,49,2087
S827988,68373.1424489796,0.9293887925296854,0.1344,1,G,8800232.0,35,5459432.0,7542915.040816327,0.409423828125,38,58475,mcs,STEADY,73.8,49,2500
S817839,26531.11520408163,0.7821309837419399,0.0223,1,G,5499684.0,39,4192598.0,4748074.918367347,0.3573744032118056,58,43070,mcs,STEADY,57.1,49,2500
S812025,229535.50816326533,0.08719334752542422,0.5661,1,G,37212119.0,35,2484952.0,7644808.306122449,0.1963229709201389,30,11604,cluster,RAPID_GROWTH,85.7,49,2196
S814320,5710.587142857143,0.35391336772284476,-0.0334,1,G,1199574.0,28,667796.0,1011955.693877551,0.047770182291666664,46,1760,cluster,STEADY,44.4,49,2500
S840216,-22760.768877551018,0.2642346532033184,-0.1097,1,D,5273230.0,19,3044120.0,4341146.755102041,0.2583753797743056,16,36038,mcs,STEADY,27.4,49,1558
S841270,-814931.932755102,0.6313637202418677,-2.2314,2,P→D,37601280.0,0,1066769.0,11192381.979591837,1.0,1,147456,mcs,RAPID_DECAY,3.6,49,1550
S811079,20074.18173469388,0.8210342712439557,0.005,1,G,3451795.0,48,2076677.0,2689692.224489796,0.1822170681423611,128,16231,cluster,STEADY,54.6,49,2500
S833991,-180629.23744897963,0.030487094402834522,-0.5325,1,D,35812127.0,23,3844592.0,24158821.08163265,0.2705281575520833,137,21919,cluster,RAPID_DECAY,13.6,49,2500
S839081,-236778.99704081635,0.1948902525547614,-0.6829,1,D,34846713.0,0,4410168.0,9504712.081632653,0.9304131401909722,3,137192,mcs,RAPID_DECAY,13.0,49,1580
S828034,109296.52775510203,0.8258004303905689,0.244,1,G,8601392.0,43,3351806.0,7052642.673469388,0.22060139973958334,13,30401,mcs,STEADY,81.2,49,1370
S825807,82038.62785714287,0.9571264517395034,0.171,1,G,5269704.0,48,1845832.0,3489129.4081632653,0.18840196397569445,24,27375,cluster,STEADY,76.9,49,1888
S815482,12595.918469387754,0.8043142563783227,-0.015,1,G,1647484.0,46,992378.0,1332031.448979592,0.1225857204861111,186,4177,cluster,STEADY,50.8,49,2500
S823252,-275666.51877551025,0.0619853464209641,-0.7871,1,D,37601280.0,10,5036243.0,19525440.265306123,0.4510226779513889,51,59213,mcs,RAPID_DECAY,12.5,49,2500
S835368,888080.9214285715,0.6759971622700236,2.3299,2,G→P,37601280.0,35,1690516.0,13505993.795918368,0.09672715928819445,40,10847,cluster,RAPID_GROWTH,96.9,49,2500
S818008,-135471.45265306128,0.03199370596837869,-0.4116,1,D,22999980.0,27,28306.0,7574926.448979592,0.0489501953125,68,1105,cluster,STEADY,15.3,49,2500
S797121,-3865.4329591836745,0.6283218457986447,-0.0591,1,D,211142.0,4,1175.0,46254.836734693876,0.03713650173611111,33,4959,cluster,QUIESCENT,35.0,49,2187
S818644,33189.87091836735,0.8834085522318612,0.0402,1,G,7693723.0,38,6244731.0,6966374.306122449,0.4717271592881944,39,67769,mcs,STEADY,59.9,49,2500
S812653,-3734.5504081632666,0.07734185360331432,-0.0587,1,D,5732495.0,17,4968578.0,5357806.979591837,0.3963690863715278,69,50355,mcs,STEADY,35.1,49,2500
S813041,-1500.7548979591836,0.5152733746691964,-0.0527,1,D,133113.0,0,4004.0,33458.0,0.022325303819444444,41,1361,cluster,QUIESCENT,37.3,49,2500
S820684,-75116.61622448982,0.8648951338537745,-0.2499,1,D,6414411.0,6,2682584.0,5121645.040816327,0.4373982747395833,53,63469,mcs,STEADY,18.6,49,2500
S811216,-725933.9053061225,0.49923973948961864,-1.993,2,P→D,37601280.0,0,1415385.0,10605696.102040816,1.0,1,147456,mcs,RAPID_DECAY,5.4,49,1550
S829196,56034.51653061225,0.9529787592326348,0.1014,1,G,3452967.0,42,1114694.0,2237973.9183673467,0.1121826171875,83,4572,cluster,STEADY,70.3,49,2500
S822900,655664.4984693876,0.47703222245668314,1.7074,1,G,37601280.0,41,1014346.0,8255727.959183673,0.0770263671875,35,3806,cluster,RAPID_GROWTH,92.7,49,2327
S838803,-795824.2248979592,0.49952007451611313,-2.1802,1,D,37601280.0,2,3892439.0,22008610.102040816,0.4206136067708333,50,24428,cluster,RAPID_DECAY,4.3,49,2500
S822411,603563.0480612245,0.4543527981066456,1.5678,1,G,37524015.0,48,1880272.0,8862428.897959184,0.1374172634548611,69,5824,cluster,RAPID_GROWTH,91.7,49,2500
S815909,51605.09765306123,0.9237819904285581,0.0895,1,G,4829078.0,44,2303506.0,3925658.163265306,0.19637044270833334,36,24558,cluster,STEADY,68.4,49,2496
S824961,59402.18377551021,0.9377570324194889,0.1104,1,G,3117809.0,48,325300.0,2073742.387755102,0.027262369791666668,69,490,cluster,STEADY,71.3,49,2500
S838442,212654.28887755104,0.0708615627397793,0.5208,2,G→D,37601280.0,32,0.0,4103892.9183673467,0.0,0,0,quiescent,QUIESCENT,85.2,49,500
S832030,-25788.97479591837,0.9410274644570528,-0.1178,1,D,1790842.0,0,649270.0,1331045.0204081633,0.1935492621527778,119,8117,cluster,STEADY,26.6,49,2500
S826273,-90049.06071428572,0.9499861667049938,-0.2899,1,D,4712535.0,0,861683.0,2538535.3673469387,0.3164130316840278,63,35795,mcs,STEADY,16.9,49,2500
S826334,2018.932448979566,3.33772718111823e-06,-0.0433,1,G,37601280.0,19,758585.0,10165243.510204082,0.11244710286458333,16,16229,cluster,PLATEAU,42.0,49,1412
S824252,-1022908.8792857145,0.6824813589653651,-2.7884,2,G→D,37584960.0,11,659120.0,13552670.204081632,0.9993421766493056,1,147359,mcs,GROWTH_DECAY,0.9,49,1549
S810939,15708.457346938774,0.992565355384883,-0.0066,1,G,1102113.0,48,284816.0,680886.6734693878,0.038994683159722224,73,1811,cluster,QUIESCENT,52.6,49,2500
S817963,79017.59826530614,0.9734390511846391,0.1629,1,G,4997383.0,48,1491473.0,3090510.836734694,0.11756049262152778,39,10245,cluster,STEADY,76.3,49,2500
S831052,-12361.766122448977,0.9535397137019698,-0.0818,1,D,698774.0,0,55692.0,284057.0612244898,0.12462700737847222,48,12961,cluster,QUIESCENT,30.6,49,2500
S814225,-815473.8570408163,0.5874768019758564,-2.2329,1,D,37601280.0,0,1855276.0,11260384.06122449,1.0,1,147456,mcs,RAPID_DECAY,3.5,49,1550
S818919,5721.903979591836,0.6336038614556944,-0.0334,2,D→G,542113.0,48,206776.0,322603.48979591834,0.041158040364583336,38,3383,cluster,QUIESCENT,44.5,49,2441
S813653,41869.26326530613,0.9494798324851235,0.0634,1,G,2377601.0,47,522596.0,1694681.4285714286,0.03605821397569445,55,2503,cluster,STEADY,64.9,49,2500
S830307,-25769.110714285718,0.6307559846512214,-0.1177,1,D,8096621.0,12,6185712.0,7574116.489795919,0.5325453016493056,35,78323,mcs,STEADY,26.7,49,2500
S832639,88510.54438775509,0.06935255758188368,0.1883,1,G,36930120.0,48,2670162.0,4085034.448979592,0.17844645182291666,10,26274,cluster,STEADY,78.5,49,1178
S824580,13870.563469387756,0.9590395480478924,-0.0116,1,G,937518.0,40,315474.0,657067.224489796,0.04043240017361111,71,1487,cluster,QUIESCENT,51.4,49,2500
S827049,1487.9948979591836,0.04287158720544076,-0.0447,1,G,1048350.0,0,507685.0,658021.7346938775,0.11720106336805555,112,4178,cluster,QUIESCENT,41.6,49,2500
S817357,25507.46010204081,0.9079703055602493,0.0196,1,G,2417435.0,44,1058238.0,1850489.1836734693,0.1180691189236111,84,10117,cluster,STEADY,56.3,49,2500
S840113,-33167.078877551015,0.9523448562924142,-0.1375,1,D,1705709.0,1,9203.0,684083.9387755102,0.13212754991319445,20,14888,cluster,QUIESCENT,24.2,49,1632
S831829,85420.56336734693,0.8659705050338935,0.1801,1,G,8076259.0,45,3855278.0,6605275.1632653065,0.2642957899305556,54,21965,cluster,STEADY,78.0,49,2500
S819538,120630.72387755103,0.013599766004828973,0.2744,1,G,30417982.0,17,31216.0,11932380.775510205,0.026909722222222224,45,825,cluster,STEADY,82.5,49,2500
S802030,2155.241836734694,0.1932101120721741,-0.0429,1,G,1057016.0,48,771527.0,893679.1836734693,0.1324801974826389,127,10276,cluster,STEADY,42.2,49,2500
S831963,-1084020.8566326532,0.7566028532503161,-2.9521,2,D→G,37601280.0,0,762222.0,19659866.612244897,1.0,1,147456,mcs,RAPID_DECAY,0.4,49,1550
S803568,-55196.330102040825,0.8937763551569751,-0.1966,1,D,4626145.0,13,2419010.0,3601260.7959183673,0.3333808051215278,51,44854,mcs,STEADY,20.8,49,2500
S799212,504374.6968367347,0.2593557165229123,1.3022,1,G,37443561.0,33,2571110.0,11446971.142857144,0.20237223307291666,111,14856,cluster,RAPID_GROWTH,90.2,49,2500
S827367,-1753.1995918367372,0.015527841783061037,-0.0534,1,D,825755.0,20,214536.0,472111.7346938776,0.020039876302083332,28,811,cluster,QUIESCENT,36.9,49,1920
S820293,10594.50397959184,0.29524349065299876,-0.0203,1,G,3678708.0,36,2862400.0,3217545.551020408,0.24001057942708334,54,28276,cluster,STEADY,48.6,49,2500
S835204,599602.9130612245,0.2747400157073122,1.5572,2,G→D,37601280.0,21,2458315.0,19897295.387755103,0.1936713324652778,22,27519,cluster,GROWTH_DECAY,91.5,49,1793
S818932,115.1462244897959,0.5748932322377474,-0.0484,1,G,7230.0,44,0.0,1350.9183673469388,6.781684027777777e-06,1,1,isolated_cell,QUIESCENT,40.2,49,550
S801209,-1481.301836734694,0.857272857517944,-0.0527,1,D,73773.0,5,2598.0,32085.163265306124,0.009033203125,19,700,quiescent,QUIESCENT,37.4,49,1459
S810157,33024.77724489797,0.9893116622038677,0.0397,1,G,1630552.0,45,149978.0,960442.4285714285,0.026048448350694444,84,883,cluster,STEADY,59.7,49,2500
S801576,135881.23346938787,0.020152067551805385,0.3152,1,G,37601280.0,25,140517.0,9093106.020408163,0.1733127170138889,19,24916,cluster,STEADY,83.3,49,1623
S836519,992497.7441836735,0.6666205839840004,2.6096,2,G→P,37601280.0,33,440500.0,12913499.795918368,0.026170518663194444,44,2280,cluster,RAPID_GROWTH,98.1,49,2500
S839737,325143.9433673469,0.1035071401703776,0.8221,1,G,37601280.0,28,0.0,7523230.571428572,6.103515625e-05,1,9,isolated_cell,QUIESCENT,87.0,49,550
S800483,-67079.06755102042,0.9778165806130755,-0.2284,1,D,2974281.0,1,110185.0,1643438.1020408163,0.3398030598958333,39,41379,mcs,STEADY,19.4,49,2500
S812915,-9544.922142857144,0.5099583852671075,-0.0743,1,D,1370218.0,0,551899.0,735042.3673469388,0.17680528428819445,95,13160,cluster,QUIESCENT,32.1,49,2500
